Time (ms),RB_End_Effector,RB_Joint2 - o,RB_Joint1 - o,RB_Joint3 - o
10833,0.034270465,0.075607389,0.062099069,0.074390367
10867,0.007094418,0.025370404,0.026871584,0.044806227
10900,-0.003812501,-0.006204414,0.009008503,0.026334891
10933,-0.005060074,0.017318629,0.03062496,0.033378836
10967,-0.003758651,0.073184393,0.071103856,0.054919373
11000,-0.002114951,0.098927014,0.084802724,0.055172142
11033,0.001575364,0.053024191,0.041972924,0.013838338
11067,0.01063896,-0.031226918,-0.035217188,-0.040954057
11100,0.030030828,-0.081565186,-0.089641288,-0.063505501
11133,0.061229359,-0.070775412,-0.086470984,-0.041301902
11167,0.089388274,-0.02819824,-0.039966773,0.001168388
11200,0.09070465,0.012133883,0.014633846,0.038462285
11233,0.062901445,0.030153178,0.047464367,0.059439197
11267,0.028816471,0.019075584,0.042951681,0.056744024
11300,0.007517713,0.006824397,0.020722389,0.038439091
11333,-0.000384718,0.033526894,0.023982236,0.03171451
11367,-0.004982632,0.085408404,0.05985374,0.043575488
11400,-0.01667928,0.103681177,0.085720539,0.046450458
11433,-0.035960983,0.062895007,0.065067671,0.016868984
11467,-0.045396242,-0.008829116,0.003584289,-0.03286827
11500,-0.020992307,-0.077835552,-0.068690866,-0.065193392
11533,0.037562903,-0.122380532,-0.117503636,-0.054085489
11567,0.095967606,-0.110706985,-0.107376471,-0.008658725
11600,0.115611449,-0.032765862,-0.033883091,0.036857914
11633,0.090665907,0.046573728,0.042141724,0.053605765
11667,0.047996372,0.051953025,0.053115457,0.041611701
11700,0.015509997,0.002631569,0.010620976,0.022546113
11733,-0.000667298,-0.021931743,-0.017193316,0.017080985
11767,-0.013768779,0.011501597,0.009012794,0.031632256
11800,-0.041979145,0.067009158,0.064887993,0.049324173
11833,-0.087187879,0.087118722,0.090766527,0.03533145
11867,-0.119021341,0.039572809,0.04674625,-0.023018429
11900,-0.101578057,-0.057081982,-0.046990007,-0.083874814
11933,-0.042873465,-0.137625784,-0.121446982,-0.088837653
11967,0.012708395,-0.131478593,-0.115835086,-0.029254513
12000,0.037381765,-0.034059044,-0.036636543,0.048827611
12033,0.036125973,0.06070232,0.038613509,0.091176555
