Time (ms),RB_End_Effecter,RB_Joint2 - o,RB_Joint1 - o,RB_Joint3 - o
14633,0.053031527,0.001065016,-0.000321865,0.000682926
14667,0.038046882,0.001459265,-0.031992242,-0.008553027
14700,0.014520585,-0.011733912,-0.056490608,-0.011571978
14733,0.000291359,-0.034555864,-0.0604022,-0.008244609
14767,-0.001920855,-0.049237486,-0.046757981,-0.003059578
14800,9.37E-05,-0.042503498,-0.035504147,-0.000915813
14833,-0.00067867,-0.0222569,-0.056575581,-0.002412701
14867,-0.004575848,-0.00770502,-0.142811388,-0.005090332
14900,-0.007440483,-0.009797716,-0.315108478,-0.00243473
14933,-0.00776782,-0.022730112,-0.546196461,0.015483283
